id,cuisine,review_count,rating,recommend
p1ohbPwI1QfjHQ2zRup5OA,italian,76,4.0,1
r4uLhd8wBRea8H8sprBLUg,chinese,76,4.0,1
uXzHDmzG5mTcjP7IctinKQ,indian,76,4.0,1
aDWOXQVSvRPOpqcJ1ja0_Q,indian,76,4.0,1
ceK2VvPlxPBPo1evXOlD7g,indian,76,4.0,1
LnsAgGlvIPmc9eV_cMdU5w,mexican,76,4.0,1
aDWOXQVSvRPOpqcJ1ja0_Q,mexican,76,4.0,1
aDWOXQVSvRPOpqcJ1ja0_Q,greek,76,4.0,1
1I3PnP5FSkur8AXp6izLOw,american,76,3.5,1
5hOhYW3728u9kT4lZ-vvig,latin,76,3.5,1
-7BCZH437U5FjmNJ26llkg,italian,77,4.5,1
jn7h4Uv-RKHflDHsAfqoDA,american,77,4.5,1
-7BCZH437U5FjmNJ26llkg,greek,77,4.5,1
OpCWTpPscK2WCAO_XlztUg,italian,77,4.0,1
U_yacPCk8HgE1ywATmQUrg,indian,77,4.0,1
gyPmHqIqC5-RAAy51oiafQ,american,77,4.0,1
8al-XRt5nuIize8_STWffQ,italian,77,3.5,1
98NaJ8FWzPuoymHfj6IIeA,chinese,77,3.5,1
CjfsFcNnV62PWWFq7-ZLgg,indian,77,3.5,1
BCknXEeT9vXQzKGHotsJKQ,american,77,3.5,1
EDU_Zwd7ed_OWxWrGHO9QQ,greek,77,3.5,1
ixGb4NLfgD90wZHlw94rLw,italian,78,4.0,1
ERnG-1q3igX3VSgm5uLZ6A,italian,78,4.0,1
ixGb4NLfgD90wZHlw94rLw,indian,78,4.0,1
E76D-dlsLBzYloX6Ov96QA,spanish,78,4.0,1
E76D-dlsLBzYloX6Ov96QA,latin,78,4.0,1
djKTruHtS4n_vlfOknxjRw,italian,78,3.5,1
IGGDsLbFfqlqueE40hspdg,chinese,78,3.5,1
Oj4PqiXtPTd4kZdI5aG1uw,chinese,78,3.5,1
LAqGKns1zklhNF-tbbSCEQ,american,78,3.5,1
wo6Z6VLOJejln04CsoX1WQ,italian,79,4.0,1
BLgwFGqvAIiG9J2ID47YyA,chinese,79,4.0,1
Ijh1AcbH-F3CyhYT_5qL8Q,indian,79,4.0,1
AmSW0I3nxtQ4tdkhh0y7CA,greek,79,4.0,1
GSz_1XmiJjMroo0EocXXtw,greek,79,4.0,1
Ehln9m65hoi5ylWCH2osdQ,indian,79,3.5,1
YoEISHuKbCiq4HgykG9fIA,indian,79,3.5,1
3LsMfYF4cllUZbxve3scIA,mexican,79,3.5,1
IithJLAUG3gWcHw9EKLLFA,chinese,80,4.0,1
YnHY2M-6Q5Lz_Loi8rZ2Ow,indian,80,4.0,1
FXHfcFVEfI1vVngW2gVOpw,indian,80,4.0,1
IithJLAUG3gWcHw9EKLLFA,indian,80,4.0,1
ASuPC0RuCgfGj7-9j_DNZg,american,80,4.0,1
OmZ_Ub_0egPc6eDPD1OWSw,greek,80,4.0,1
Kxop0nGA-BUrwYD4EGhyPA,chinese,80,3.5,1
BSchC5THOB0MFmzJTEqAnQ,indian,80,3.5,1
IO0b0QQpI92At0g5BZUTlw,indian,80,3.5,1
bKUXKjUIY34BTowDBwFjbQ,american,80,3.5,1
xMhpJZaj4QT1Soh76-E2CA,indian,81,4.5,1
bebSq0oaQdgPX4tAPkgDlw,mexican,81,4.5,1
QrO_VmwDfdO5NzfmBeNhQw,italian,81,4.0,1
6Li3eGHOHaqfR9E8oaI1yg,chinese,81,4.0,1
HhuxirIJCNsDcIA27QXUVA,chinese,81,4.0,1
Q62lGVKqoKJ09lZNt2qpfw,chinese,81,4.0,1
sHnN3JliwVWvGX76Odmlbw,italian,81,3.5,1
W8Rv62fsDCbDp0L-Vl1NFg,italian,81,3.5,1
y0cgy0tTh_C8NWCk0WGgjQ,american,81,3.5,1
QqesgEbz-B0mYEoEF6vBDg,mexican,81,3.5,1
WpK-mZ7w-304c78MOEYH6A,american,82,4.5,1
WpK-mZ7w-304c78MOEYH6A,mexican,82,4.5,1
WpK-mZ7w-304c78MOEYH6A,latin,82,4.5,1
02Ycww2etUAxorZb5gIM8Q,italian,82,4.0,1
NT_jvYrU2aCw5iymUbyBrA,italian,82,4.0,1
rsQAS-k7GldsJm7UAtVyYA,chinese,82,4.0,1
Yqu3km0WcFRdUdrKan-LZA,italian,82,3.5,1
cA9LmSotIsN3C8zCI94--A,italian,82,3.5,1
6OhahrmtLGmkUdPfaMck0A,chinese,82,3.5,1
imDp2s4TANwV39FfYXTAEA,greek,83,4.5,1
3YKV1eralyrKQqoWOTJMDA,italian,83,4.0,1
T5Y4Mo5fgmU77KrbdRffcw,indian,83,4.0,1
Vu2C9npNSaHLYM7lvkKJJQ,american,83,3.5,1
5OAO9TxfvsvccFFD4pjmeg,mexican,83,3.5,1
5OAO9TxfvsvccFFD4pjmeg,latin,83,3.5,1
TNRJvG_R1njEdid-UdCjBQ,indian,84,4.5,1
qNCt4Dx3S0R-n3x39mxxLw,american,84,4.5,1
C4sVRSWeWuXo0OtnXewsjQ,italian,84,4.0,1
0cXP1HGWMtKoxcmUR4KSjg,chinese,84,4.0,1
VFn4bTxMi5NbpF87h-apUg,chinese,84,4.0,1
yU4zevCwPAQIMb73smTHog,indian,84,4.0,1
kGL6bJ4cZUKdiwyUmezgiw,greek,84,4.0,1
pwtTn72x7Nqp1imaXw9LvQ,italian,84,3.5,1
vExvdgUbU377-Fry2uuv_w,italian,84,3.5,1
XCUXCTHvY8QVR4xU0DF__w,chinese,84,3.5,1
vExvdgUbU377-Fry2uuv_w,american,84,3.5,1
v8Y1Cpdya8H_3noy2M-3Hw,american,84,3.5,1
hjDM6ylmxALkTdKMB-aybQ,greek,84,3.5,1
m_KxjrHzcVgYgtiPlmqFYA,greek,85,4.5,1
4h0JeXtiLaqqpB-9-V7few,chinese,85,4.0,1
uSsTuB82xu2kgSUeNNKQcg,indian,85,4.0,1
Zkn1y0l3eDjzIONKMNl-ew,american,85,4.0,1
Q_Iia5C2quTUVfE5_8jObw,chinese,85,3.5,1
afm4aqhxPYcTs2x_nMEG9w,indian,85,3.5,1
dm2qhNgxjKGE9GvcfSPD2Q,american,85,3.5,1
C_VoO9M9Kuhn6EObmpvWow,american,85,3.5,1
UJ6X84uqTpMDWyc9aHYMpA,american,85,3.5,1
NxpaDfYm8OB14Zw9QDFejA,spanish,85,3.5,1
qRTbYc7ennnwfr992kfjdA,italian,86,4.0,1
qaMdtiyeRQdPulEWVjr30w,italian,86,4.0,1
4egAyQgylMPJgngmNGCloA,chinese,86,4.0,1
IUtjbbqQ6jUSi4t2jjgYRA,mexican,86,4.0,1
Nv2ILPkvHatA1Er5rqnZTg,greek,86,4.0,1
gtfLQysuCBEAQk3wwWxwTg,italian,86,3.5,1
dVkQImhIn-9BgYnm1yCUKA,american,86,3.5,1
yP71_LfUPnGIRqA2g09RoQ,chinese,87,4.5,1
yP71_LfUPnGIRqA2g09RoQ,american,87,4.5,1
a4MVM9E9022sYFrrYWy9DQ,italian,87,4.0,1
wuYKpHyjIfyvMR9YlwHn6Q,italian,87,4.0,1
2SyYW8GiDZsqtPb-aCbosg,chinese,87,4.0,1
fobkeIEzbJtej-udG4UoRg,spanish,87,4.0,1
xsl-d_opm3AU5H2Z-im33g,greek,87,4.0,1
QPVc_HQYcQicsowyeMPpkA,american,88,4.0,1
nIwtGMkMyx0elLxVFs1D6A,mexican,88,4.0,1
RHcfJ-l69RbBE4viU0-jwQ,italian,88,3.5,1
8-4EI1VyBQsMEvScE4LEJw,indian,88,3.5,1
P8p9Ni-Kft1uh1c7Pmmw8g,indian,88,3.5,1
DYGCzsHi7pT4AAe8kh5Dug,mexican,88,3.5,1
R__NLOqjUlw8qf12KD-I5A,chinese,89,3.5,1
bNynUUb2uYtHGLSD7mS3Bw,chinese,90,4.0,1
bNynUUb2uYtHGLSD7mS3Bw,indian,90,4.0,1
5vgieFiCubi43G6ciiFhNQ,american,90,4.0,1
HOGdBz2w9VZbw2yyM-WA3g,american,90,4.0,1
-dOjdFq-kFhQTrG-yLYc_w,american,90,4.0,1
0mj6WOkZnwrdcWYlGVJC5w,american,90,4.0,1
DKZN5IjHEE_BCDCRLxb7sQ,greek,90,4.0,1
0mj6WOkZnwrdcWYlGVJC5w,greek,90,4.0,1
BLDArCmdbbCnUcfLrxnrlQ,mexican,90,3.5,1
Jn17OhYIWrSlXHI3bpZsLQ,greek,90,3.5,1
XmfiEDGV1V1mqeEP7SurTg,italian,91,4.0,1
S2eGygYWQB2yyb3-neKTlw,italian,91,3.5,1
bGuxRBRKv7i1BKKfGbjxEw,chinese,91,3.5,1
l8SNag-Ii0YUeSGHkA3Vhw,italian,92,4.0,1
U2fAN5cZTMKm9mvQns-VKw,chinese,92,4.0,1
Q_BMz5zeWFWW-2OuJGZ1yg,chinese,92,4.0,1
7YM7fxwtWYiHGfcsz2Ei1g,italian,92,3.5,1
P7ZzfO3zOmF5y82RBiJHmg,chinese,92,3.5,1
P7ZzfO3zOmF5y82RBiJHmg,indian,92,3.5,1
7YM7fxwtWYiHGfcsz2Ei1g,american,92,3.5,1
oE1EuKY2GmpfIiSGy3YmGw,italian,93,4.0,1
JwHp9IMXe56eTc5pjofJgQ,italian,93,4.0,1
TqMTY6xTHThm0C7J1pJ7Aw,american,93,4.0,1
JwHp9IMXe56eTc5pjofJgQ,american,93,4.0,1
bK7dxnD1FYuV4mVVVCMeNA,chinese,93,3.5,1
F9h98ZFHLCHG7SdVbXMz0g,chinese,93,3.5,1
CobgKbm4uQrz5TINSFXQbQ,indian,93,3.5,1
wfnvI08SMHeIH6_lOeZ7xA,mexican,93,3.5,1
VFGptZijOhBaLoSPzw3guw,mexican,93,3.5,1
