id,cuisine,review_count,rating
MWHEDsqrfED5epeF48G6Iw,italian,2,4.0
2iWSwUOq-Qryo_BKEt_qyg,italian,3,3.5
oRudtNWcWNVVTnJXTHSTWA,italian,1,5.0
UOzf7pDboajjw2Xm1PMBLg,italian,1,5.0
dpbiK8-xrNWCOGJtYFVhow,italian,1,5.0
FVMsFMfPkzQn7bLXZ8d6aA,italian,60,4.5
TR6vgFkV1RNv7uPyOSBzjw,italian,30,4.5
YHubCF0Ua0uC6HC2tm-arQ,italian,159,4.0
GQSmxqRi_s9U9qd5gHLKAw,italian,186,4.0
k22jEgrdzTYX3fwfY8pO2Q,italian,18,4.5
rxA9c0_XObabVL1WCTA4FA,italian,444,3.5
ehUN_XAWr1ePov0jtgv0Lw,italian,146,3.5
FySLcpQNaDK_wrKmZA02cw,italian,17,4.5
V9DPZmn2irq3hC-X4vxaBg,italian,130,3.5
9eu2lQMROTKdrPyGkwZLYw,italian,204,3.5
8al-XRt5nuIize8_STWffQ,italian,77,3.5
aJU9eRgtY6wH-5m7a6ZeEA,italian,60,3.5
uPLbXDvBJF5R7FmBy8Na_g,italian,28,4.0
bRmb81XDG3E2SOHARBLTog,italian,127,3.5
eQCYur0033RkZdh5VjbF8A,italian,229,3.5
p1XLB4zo6sI09Pb4-IA23Q,italian,56,3.5
0ExE0tVCsPDMnNdvip1Kzg,italian,57,3.5
RWFC8Ht9gWcRc2vX57OPsA,italian,58,3.5
pCgDALtN-Di5e6qLZuHyaw,italian,27,3.5
qps2ITpg3DZi4RzN7YYUSQ,italian,12,4.0
wY8EmrjhokXEgSeCOJwoqQ,italian,26,3.5
avneJQnsIu6fhYOtJWRH0w,italian,9,4.0
DtERMhgmOnKX2G4ln3MR4g,italian,31,3.5
zqyDcvVn-ygbXuB86i3y-Q,italian,7,4.5
xO_2oSQeVFzmHWOkk321BQ,italian,71,3.0
iodNaVGQAkAx4dDqTlfhWg,italian,17,3.5
Olp4uGp0MZEAScKtwWtQYQ,italian,8,4.0
bBGTy0iw4vXxq28zpTjsnA,italian,22,3.5
Vbpkwp-SoKbtr7PMlvurcg,italian,12,3.5
B7C3b6CCD36ufsscg4E7gA,italian,3,5.0
Fs4VBZ3zrwWmACSJfEL90w,italian,6,4.0
FQTYjO4Mey7RkHjBq2UpPg,italian,10,3.5
rtYKSdUHpQO2Nyqy1-uAsQ,italian,23,3.0
exawrYlJA4GKsGdqje2G-A,italian,4,4.5
ugWB_hkm21s9v8xxAkmNVg,italian,11,3.0
VEgaaQuYvdD32gjNAjT_vg,italian,6,3.5
4boBCZLSl2_fC72zgpoWGQ,italian,2,5.0
9unEXrdKVONRqdjn9S5sKA,italian,4,4.0
zsyQEMYhIDcdGLbf-kYlRw,italian,23,2.5
ihSrS_Aoc7aszYVyC8mWhA,italian,11,3.0
7f_Vo9okaN62lgY8Y5IdpQ,italian,4,4.0
Q1T3XFKQaSTLQvEdxlXXNA,italian,3,3.5
eFU7lA-WXAMAEGo0yDrMLQ,italian,7,2.5
_9-zx205O1Lt3VridZhfLA,italian,6,3.0
nzc8S9SRyfbjyK4qeMnjAg,italian,2,4.0
xZvtlyYc__DrinnDXWNkAw,italian,1,5.0
TXKA4rOF03vxeRuNB6Zbjw,italian,1,5.0
-JggJ7bi6F2SP56wUtXHDA,italian,1,5.0
LCJ2nxtd6Krs8gUH7CAUXA,italian,1,5.0
UJd_9aR5iDAxhXkEYvZJ4Q,italian,1,5.0
FfJD4vO-iYUL2Kr0WWzNYg,italian,138,4.5
fdBB7vuO3NnMps5DZ1WFLA,italian,37,4.5
-PL-4fFYPYrOjnNd0lO4Lg,italian,135,4.0
9EFl_EUSaW3Qiq-8Hlc92g,italian,52,4.0
QFPS9JBNdOOHVP0C3pSslw,italian,430,3.5
UJevx59U-bi6fRADCSa7LQ,italian,221,3.5
lOKgoQtMhnlf6hWvrOiMtQ,italian,286,3.5
JwHp9IMXe56eTc5pjofJgQ,italian,93,4.0
jCiovc2qHJ5L-_1gigLueQ,italian,257,3.5
swM_9CXxkvxEk3fDkjA6PQ,italian,51,4.0
kuJRRmmmDUXqwM6kNihXXA,italian,182,3.5
jw16yMOp1f3rryUMeQL48Q,italian,16,4.0
wcR9Vbwn2EmlSeV7uBUIsA,italian,257,3.0
ACQ1kbWkPToh0BsAQ5TGIQ,italian,29,4.0
w3gg3OaBTOAZpotv-i80hA,italian,76,3.0
1NyHpXJqSLHnvDCOW0nJDg,italian,50,3.0
Z8f5s3BsMzveANqdbFjXLg,italian,51,3.0
wOqglJjthfVmD5M2Pwtjgg,italian,25,3.0
ZekRYrQz3zatQeHpkiwW_w,italian,28,3.0
38dFw7Yw02rdOY95hfo3tQ,italian,12,3.5
d042JFqy7ouRbAkGkddSPg,italian,26,3.0
dpP8fIiaxypAD7NBRf38fg,italian,14,3.0
wP6__WwjrJn_i1PdLLehtw,italian,7,3.5
KSoltsak4QYJRhIWzaHzHw,italian,13,3.0
rOyzxtWGekcMBc4aNinZjg,italian,14,3.0
eZucUmYAiBvamzWf_7lkZw,italian,5,4.0
6LGxBAa_OsTByYexF6hJLQ,italian,43,2.5
hZuRyS8IXXuEQkUCas9O1Q,italian,13,3.0
wtgrvqXDjAFF4LvJW1X-1Q,italian,17,2.5
AYTlIG4ys4UozaZi_q4L5w,italian,21,2.5
67dxFBcBKl9sEkIIcm3j4A,italian,15,2.5
pZbSHLeDJqgdwf3QSHKxYA,italian,20,2.5
vLhJQFX_1JH1fSiCZQEeDg,italian,5,3.0
Cz43OfHfsodN7Dk4SdTt1Q,italian,6,3.0
9Z6WpoBnuBZBWr0ML6WRpQ,italian,9,2.5
7VShkfLFDaTngFMd8fl5Rw,italian,25,2.0
gSEfef7CBFHBe3R7J37_3w,italian,8,2.5
pMaOpte9NXZXSS8wolXxGw,italian,3,3.5
ZHh6z6XKhZW4zhRqkXIKWQ,italian,3,3.5
UsE1Zg-Q_yaCZNxxP5EPog,italian,1,5.0
4HqTxSjRoXtGGdgvUwvBCQ,italian,1,5.0
DnY2LxRXhD8L1XGyOzVAcg,italian,5,3.0
XugCgJqRQgNGeiycvTybjA,italian,6,2.5
lk3-wld-aysXpgb2kPVE-Q,italian,8,2.0
aRut7oOB3wIuVQXLCrvEzQ,italian,5,2.5
yyT2aODioewkwIP-dQZ_wA,italian,10,2.0
2H843YvbXPrEdAfpbI1ZfA,italian,11,2.0
8fr_dq2X5ujH5i2bJP238w,italian,3,2.5
tvOpzkdr0yYdjqveyoPIKg,italian,3,2.5
cpb2cWZZDiPQTWS8BbmyZw,italian,3,2.5
OqTGcS8a5w9iurkelB4Y_A,italian,32,4.5
Q2ZNaN3p8s_-XXjBWyY2qA,italian,220,3.5
dw2ST-AHUbu2xq0QNfngBA,italian,338,3.5
AcCZJpxiPqyzKFjlwlwd0Q,italian,212,3.5
mw2TffuWp9kEDd4EPPZ4aw,italian,114,3.5
rHaRt3J8R7fGfHTP5Kw6lg,italian,40,4.0
4SyAKQevPuB4punANp41-Q,italian,61,3.5
yfB0O7bvLIWE3G9p2yUQcA,italian,8,4.5
0-k_-9YoWXpmtiaLdKeQJQ,italian,285,3.0
KTai0Sc45p4A-j2RYoDnHQ,italian,19,4.0
Py97oycFokZ296KJ2Pe-hQ,italian,249,3.0
flaAdLvjrSKIsMGKvCDO-A,italian,18,4.0
KENynjpbyq33DjGWXOip2Q,italian,9,4.5
j_hB9Gt3VMJAbA2JyvyFjw,italian,278,3.0
Egn5h9fStvVKcFH7kaLQig,italian,102,3.0
k216g_LRctaecOejbFKBgw,italian,39,3.5
JgqK9aby6pM9YnEJyimc4A,italian,9,4.0
zVN7X8mIa24HDjF2NPlL4g,italian,16,4.0
OyzZX647-6bwV0mfoDsUjg,italian,6,4.5
aDGp0NnKuVH3_pOCfZwqsA,italian,37,3.0
aD4qhONCE5catMdQC4sqwg,italian,14,3.5
PbIjlAXsM99Km2SwrDw4aw,italian,26,3.0
L1PsHcUvdiZvViwYjwGK-A,italian,81,2.5
ScgVTQrzvVCHxedXGIiYXA,italian,13,3.5
Nm__va_EFrSByE8d0KfJBQ,italian,11,3.0
jluEI1ZDQDeJlbl-M3YH3Q,italian,247,2.0
Q15lR_XkWrxIJPvioE-2dA,italian,7,3.0
XKovzoFGpE4gXdFMj3LLww,italian,3,4.0
UTj2l1Cdc6PFdPzVtJDndg,italian,23,2.0
0Jn-kQqTbCFIfT4ubnZBBw,italian,3,3.5
FHwJyi7yMQuMo6uphtulSg,italian,3,3.5
gQbfVuWEElYFqsS0qbUbpQ,italian,11,2.5
DOzHUh8KO8JA-wx4j21V3A,italian,5,3.0
JEVDNF6r9-nNdX9DtiJYFA,italian,6,3.0
zHdMSjk9viL2MjCTT0l3Tg,italian,7,2.5
hk2jA4-Phij48y8ixmIhiQ,italian,3,3.0
viRqqFhA6SsB5BRiKF9F6A,italian,8,2.0
MzDdDpDXFyqsWTtfXrZ15g,italian,5,2.5
wzrrUemQ6pUeZRfISnoYbA,italian,11,1.5
vQXhuCQ4Wc3WWesp9hy3VQ,italian,20,1.5
Eo4s6CmPpEcXCkfg9Zk_EA,italian,8,2.0
ysHdpEMRntO4OTAo57-K8w,italian,1,4.0
KApc57BGV4MjUQH3EORyXA,italian,1,4.0
Glfbt6cZqp26c1XzGNSJpw,italian,1,4.0
3QdX7Gr0IdQQOJS5uS0VYw,italian,1,4.0
nfmsRYhp1gB0gOXFe0BfDQ,italian,1,4.0
i5qyFNMHrYWTPo088h_e4A,italian,1,4.0
-wV6OeGoiehhfNlRbBVuJQ,italian,1,4.0
kouoRuoDnU9wDBv_mnrzjg,italian,1,4.0
NgsDn4PBruQbe6yeyZWDpw,italian,1,4.0
P87jyPn6MkeO-zo3EZWL8A,italian,155,4.0
T4iG8nhlu3uVnRzRn6660w,italian,51,4.0
Q-MFNKDGQ7Q5WrMmyJvcVQ,italian,47,3.5
i7FhbFfE4uTDfQBis9xjJg,italian,17,4.0
S2fqTAlKuieQ1ZE2t7r6_w,italian,73,3.5
KjK4-xeXgrtQRqCwFs-u6w,italian,17,4.0
U-GOTlu6eiqjQTGkpmskeQ,italian,35,3.5
MT-lkIacLNyC7KF2dY997A,italian,168,3.0
HAnPo3pHgCnw8pNxJZtH-g,italian,87,3.0
cUxsG0rgpE18dMyvyw8Gdg,italian,128,3.0
6l4sCVGDrkLMnuqufkGZWQ,italian,29,3.5
5Qoq8cif3nMCQUN-urH8YA,italian,189,2.5
8idRgzKzCZ2l2_d7nUSQDQ,italian,33,3.0
8-2Nn0o6ORc8Ep9oHZ9zjw,italian,38,3.0
nvV8_LQ9JPo-vUdDNiJLeg,italian,21,3.0
3LHpTeRBLkBPqn1rP35hcA,italian,6,4.0
7eSbvHOOpRmEwywDOclevQ,italian,23,3.0
5GAXZ7gJ81TSR0-Q6AMp_A,italian,12,3.5
SSiOTBIqZwy8b_hxv9cPvg,italian,24,3.0
n_D9ni3-b7AfKH8AnCZp0A,italian,8,3.5
un9GQHf5lPqPFNV_9OyaNw,italian,24,3.0
MVRXrdpJM1_wRvdIRcPmKQ,italian,26,2.5
l2KV-9-dkrvhZF6lNrPpCw,italian,47,2.0
D9LMDxJTbMIP5drSgWp1SQ,italian,14,2.5
ZyS5VIWXTQoqMfuv3UgtcQ,italian,20,2.5
a9usBo16KZ-gxOJXdryNlQ,italian,8,2.5
rXbiXhM0N2LNWBwIeZAWPg,italian,2,4.0
sse9sgcNBnZoBCSSEyzDoQ,italian,6,2.5
yg7lbX3G_Wpf7EpNQTgEHA,italian,3,3.5
hh0awjyUvdYO644QVFs_dg,italian,3,3.5
Idk-QTyUZq9w0ALh5cyvrw,italian,17,2.0
PUSl4IDsTY33aacW3FTQMw,italian,4,3.0
wa41KP_3J9msvVHDtAOddQ,italian,9,2.0
LBHYAEi8GvbSj6GQ54bA4w,italian,6,2.5
bbLmWFHAr-dCR8KHVla8aQ,italian,5,2.5
uuDxjiidiIb6dTsV9edUTA,italian,21,1.5
-d4nQeWcI6UCcb33_cI9Fg,italian,2,3.5
H_ngMvvTOse6N5scXHDZdQ,italian,6,2.5
luJ2N0iMnfmqmj4ksl58HA,italian,5,2.5
ZL2QeOMAPXthvBmng5RN-Q,italian,16,1.5
r5cODFbjTHRqQkreHX-yjA,italian,3,2.5
8JIAyWrqh7G3o053tFf1VA,italian,1,4.0
v7itkAAmUdOVmJI3CzilgQ,italian,1,4.0
99Pxx96L8-qrHQSQ36V1PQ,italian,1,4.0
Tax7KW4hyPZIeLJJ95FObA,italian,1,4.0
LBMxWOH-5yfy0zLfaz8Stg,italian,2,3.0
_HVgDyFLIYsYZrpajBSgGw,italian,2,3.0
0k6B3X0sinFB7ASe1lWg1Q,italian,4,2.5
MPhhbu9HfDK0OjdtdFN1BA,italian,4,2.5
VszNa6wn6vU_9BP4zrqGVA,italian,3,2.5
CN5nuUQod0f8g3oh99qq0w,italian,473,4.0
Yv4P4qUwd7F-qQ4Y4eD1JQ,italian,288,3.5
NT_jvYrU2aCw5iymUbyBrA,italian,82,4.0
4MQaqhBUJCpghGukSWNq7w,italian,411,3.5
x8UvTkKx9WApRsMxQ3ZPtQ,italian,149,3.5
uDrIMggO8hwnaTvb45xGcg,italian,51,4.0
c-6ECG_qjX09UBOI1VrZyg,italian,46,4.0
ug_NBv4W_5fZf3hi2h2U_w,italian,62,3.5
dTuT_G3Zp79RZmnF3oxfiA,italian,254,3.0
tuzRD_Q4qE7i3J6pcaqgqg,italian,18,4.0
m7PPpShEdfhtV-7NnPN1Nw,italian,92,3.0
gHmkE8VoNjJZDLVdTpJPOw,italian,159,3.0
4wtqTzXPPp_6vBfFQKiTGQ,italian,216,2.5
1gL9mw6HRbetCb9vOBoPQw,italian,26,3.0
1Wwf8jv6CN-6Q3nkKi4aEg,italian,7,3.5
fIBrbhvU9T2PZuch_wBK_g,italian,7,3.5
tNqVQV0i8KU44redd1lZKQ,italian,20,2.5
uYko1SzZ9XpTXS-F5xnAdA,italian,7,3.0
-0CTrPQNiSyClxhdO4HSDQ,italian,25,2.5
o6C2C_p7CHTTV5eQluSBuQ,italian,2,4.5
wOBIhDxsREub6XZlVAoR4w,italian,17,2.5
EDqCEAGXVGCH4FJXgqtjqg,italian,7,2.5
KKtTZ89DR0u-FYlDNSe-cw,italian,2,4.0
lCMOdWehkmMbb-BY4B4XxA,italian,10,2.5
tBnkwWamzdO6X25sfV0Fyg,italian,13,2.0
6tFbsJuIarw6vawDOZ9GkA,italian,12,2.5
5AfCyMb5Y84iCg8iM4AfwQ,italian,1,5.0
rPeTJRbDqNC23H_XZkEMkQ,italian,1,5.0
mSHsWj3_Z5Sa5_DnqzLivQ,italian,1,5.0
STmBOy-RzoC0erzfKxEUxw,italian,5,3.0
i346KkU_VBIiGp7ifMTTlw,italian,4,3.0
447ZwFuzlKlctvMP7HfUUw,italian,9,2.0
Xq9SvfRq_PBr8ma6vwh_Mw,italian,6,2.5
kEYbOiQaggA1ozFImKWZow,italian,4,3.0
VZiCUfK61OnhF_wnz_OKiA,italian,3,2.5
xeHaI3Qguo5YpeR0vh7hGg,italian,3,2.5
euBcrLht6RU_eOpHLc7fVg,italian,1,4.0
m9tH7h2sKkyWMdTbBYej9g,italian,6,2.0
gpb18i6bLxl5feUrJFmxTQ,italian,7,2.0
JZB9Zjex7mlJNu7lyJ08Qw,italian,6,2.0
AZB4eddtfB90vyoB1o5N2g,italian,4,2.0
mSY675sCniAMhSuc7225HA,italian,3,2.5
N47zHfo6j8wG57hvm-4ixA,italian,2,2.5
vKJlU--5R_q__rK6ldJ2kQ,italian,2,2.5
_j8S4v2lwwfBDs_bYyyEXg,italian,2,2.5
6DCwjQQrp8grJjaJFkVB6Q,italian,2,2.5
PYYUueyVAjX29ua2bXmWfw,italian,2,2.5
3ku8d-HOv4DZZOGTn0pwDg,italian,2,2.5
AyuE2AyyKSZj97SNLAHM9w,italian,16,1.0
siRRGXSIPEMCIJs_9qgVVA,italian,3,2.0
dyq9my28t5NW8N-6s8OgfA,italian,201,3.5
Mrqk1ydkvgKtlxrExCv6gQ,italian,169,3.5
kDFeGBX1vWiDyJXMYRL0_A,italian,146,3.5
xy1McNUocWlt-8DZ7Ifg9A,italian,193,3.5
GUXQCsnKIzSpRJcAbTT59Q,italian,71,3.5
KAyQ07GqrfP1VW5MhxvEHg,italian,71,3.5
QfJq6e35noUm03mZbzSNCg,italian,58,3.5
ByrCDfyklGGk0D9O9P2Rog,italian,154,3.5
F-bdXFkJwwENiNpMTG2ntQ,italian,276,3.0
BvCHyg0GtxA6XKmRC0cQsg,italian,18,4.0
xdELSAVjvlsipoHTtqhspg,italian,25,3.5
gecnpjuzDHNlv9C7yg-Slw,italian,36,3.5
oH9TS31CBlRYZW2aW9b9Gw,italian,70,3.0
KFlwmysUsRUOx4-_5PQ8xA,italian,115,3.0
-_LSXPW6JcG0SBcW58H-ag,italian,40,3.0
pDxUiUoivPVFJumk5syp2g,italian,6,4.5
FThzT9bwBTuLC1oveGVjhw,italian,11,3.5
_rgsXTR4PehGyLg_8tPD0Q,italian,18,3.0
xPFoRtpa57_INuHZmn8-lg,italian,47,2.5
1laaO5PS8fLK5kPTkSSYsw,italian,71,2.5
6BO1PcdtU6idqO0njUnCYA,italian,29,2.5
ZTgclQiedMle5k9Fy-aOoQ,italian,34,2.5
Epwt4GmZtz1_roAjzqsJmw,italian,14,3.0
1CoYbtdckKh5S8eNSoanQQ,italian,8,3.0
X_tCV04LswnYY3APs6mBsw,italian,4,4.0
gz5uwyHpy89iBICd0wUZiQ,italian,4,3.5
drn7B6q9_LsUfUbgpgxh2A,italian,5,3.0
ljuYsa-fVptTin3158qZHQ,italian,6,3.0
7QWL-mbnzWNhzbaAQF3AIQ,italian,12,2.5
4YQF0OZE-MVDLUw0QRsqzA,italian,3,3.5
a9-r8ru5CAN_cNK1kVsPnw,italian,7,2.5
G_HaLYT48kK8et57qTs2Xw,italian,3,3.0
6SGDzb7yBIOjJS9WPnzJ4w,italian,6,2.5
gLJravrwk28C2WXExAh5iw,italian,10,2.0
Tn8m9mW22K5l1Kuf1mv9jg,italian,7,2.0
5h4lJTL1SDoRR6FMxnQ7xA,italian,5,2.0
MrgZDTcDBf8dmsjrCQNsaA,italian,5,2.0
bw0Ofn97wBuvf3BsYZyjyg,italian,3,2.5
j5f0y3HPWZAzuistuawrQg,italian,2,2.5
1v8LoaPCvtC9uQbhcnmEWQ,italian,2,2.5
_hkriq0hHglIKYMHWQQIqg,italian,2,2.5
Ozk7DRB9q198t0TmCzJlpw,italian,2,2.5
c7zntdkvYL8XZrbGiYqLFQ,italian,8,1.5
mgOI97yGOueI_IE34gC2cg,italian,4,2.0
J2wmk4CBJK2jzjiFPixe6A,italian,1,3.0
YtjmKpLX0yIlIJebMibhwQ,italian,1,3.0
6eCL27AacX68QuwyAs5bvQ,italian,1,3.0
U9f2Ft6R5FYMlN0uANQYNQ,italian,1,3.0
-39wHSv6CZtrTbs3xXYNVQ,italian,1,3.0
yaGbqAboFEo-ThynBkd-eQ,italian,7,1.5
byVmQiGVTyLrG_74OFJ7eg,italian,98,4.0
aPIowUY3jp8ZGTlFoAMw_Q,italian,28,4.0
Dv0OHpQSL4hOGl2KAEVvlA,italian,256,3.0
nRo8ZR3UO1Kt6XwIMbMy1w,italian,106,3.5
Jnw072ogcKlp758gI_PTjQ,italian,120,3.0
YWd0I1BxSzFG61lSyC3IyQ,italian,119,3.0
b6mc6m1qForW6Uh5KRw_zg,italian,33,3.5
-rKuAcB5suEWKhcUiqr13w,italian,102,3.0
0rTpli68HuH5wUFX3YdE8w,italian,56,3.0
7hUp4XxmUCGqvPFAM8IJww,italian,101,3.0
6G_S11aSDjdYnvqRaF24_w,italian,35,3.0
4h6LSyBwqlcxIGRg8bgalA,italian,91,2.5
dsIHIXyAl_ldqkd8QekvTQ,italian,130,2.5
oyfnyUzZRojY7pths20xlg,italian,12,3.5
YYdyB3UOlmIjiX2Zq_u_gw,italian,15,3.5
N3kWVpuWHuRwYG58u5cIKw,italian,42,3.0
Lmqj8Me1EiYljYj0N1W7JA,italian,43,2.5
Il-H2pDli8lBrurPG3YbFA,italian,17,3.0
VAE8gdXm7JAml0CLTs3kNA,italian,45,2.5
fzfbN0UZPtricqlB_Cy27A,italian,13,3.0
3HwLDQhV8nS4mgWFtRMA5A,italian,20,3.0
6nB9E2ObWNjTRhrUj8dq7w,italian,7,3.5
JFSPCzNk9lbiPbKqV-O6_g,italian,4,4.0
Ey4aXVEeO5NDmo9DbSDfTg,italian,12,3.0
vgaOy7n8BQFkPb0wzNX9eA,italian,54,2.0
LiEx831W0T_Fx2M9-m42eg,italian,8,3.0
E4wuEcTEmuq7kvgSbTDLFQ,italian,11,2.5
sdcEIyn3yRYBToUu7ctY3g,italian,8,2.5
S0kp9gHopOeiSLQzTY6vhw,italian,8,2.5
zravs6cwUxUWsxf1z4P3_Q,italian,6,2.5
XXXb0ANM2vU37VnAAZvlVQ,italian,6,2.0
eiLpc6IO5EOBe6RvPtJrFA,italian,3,2.5
vnT587fDqnKbSOIXBU6R0w,italian,3,2.5
x7_dQJcIii29X7XL6FdfhQ,italian,15,1.5
5qv64swPbfilKiKOcnPhbg,italian,7,2.0
yLgA-rICHCKNXLJHeoyBLQ,italian,5,2.0
niZ_diw1I8OebeR2tpKtrw,italian,2,2.5
VgE9ERQjNZLFRZkpME-Dew,italian,3,2.0
vO_cfOn5s02hbPiEC5kCqA,italian,2,2.0
K4bBvSz-eBykkHXT7jJjVg,italian,2,2.0
wFP9QkYF7lxwXa52t_qsXg,italian,4,1.5
oPDpXdT4CyldMoEbRiHtZQ,italian,3,1.5
ci4y1hlswh2ZWBNzySJKxQ,italian,3,1.5
pQ-hX4E04DKH_buP_MByUg,italian,3,1.5
e5WAfCqfd_66zgrHmn8CiQ,italian,3,1.5
QJbdDzunUrvAkiqjBGJaqg,italian,3,1.5
vq1Tg43GGRj_BkTXmlZSCg,italian,3,1.5
x_I-xT5E_qNEH6jinLx-oA,italian,2,1.5
gj0wPqckWz6AaRzi_jKQ8A,italian,2,1.5
hxsa9bs_ZUR14yOBgTSvzw,italian,1,2.0
QgdO29fGB-eBNe1BzHR7YQ,italian,68,4.0
R3iom4lNTG-9A6qczf6V8w,italian,180,3.5
FN-5HISn0yi5GTM83Uy59g,italian,44,3.5
99p317EU5I0g4K8zHJD1ng,italian,132,3.0
DALNtVbXH9zAbwlPbjYYrg,italian,64,3.0
X3F49Z1CqZt9fiobdl2EQQ,italian,36,3.0
4oWEqa3paBylDXRfTPB-bA,italian,138,2.5
N1K9mZNBIqx5MBkTLpNNWg,italian,14,3.5
NCvSq6zCsN_PCKpMxvpn7w,italian,27,3.0
zQJh5xUJAlTlMrGIyYPY0g,italian,47,3.0
xVXyrTWbG8U3szze-aA7eg,italian,38,2.0
R1fkx0YcnRxqT0XpoxW1tA,italian,7,2.0
-RulWSOzkK2zMTsU7aa0lg,italian,9,2.0
ouehYUlrMzvA3aHclsi_zw,italian,5,2.0
ONxyui24QQxoALsq6NGUog,italian,8,1.5
4u2ls0mGJNhfyzrqAMXtZg,italian,6,1.5
aeXM2NKLt-k7Lp7hBiBpWQ,italian,5,1.5
G1xAFo_HoLx9-4BH7VAkuA,italian,2,2.0
F5S6pQuALo78HSnkaWyljQ,italian,1,2.0
Afthfer-vV8pQPwSIgvAFg,italian,1,2.0
SGSo1WhIQS7kLh55LJxdhg,italian,1,2.0
peUikig3DHqyYh_psuJk0Q,italian,1,2.0
Cx0ITVo0_drn_00zc_sWMQ,italian,1,2.0
2Z4w8jEQtjo7gMWc7i_F9Q,italian,1,2.0
bkjKPjhrMbTLQwRSO5sV9Q,italian,4,1.0
CMgzkgypHl7caWa784EAVA,italian,3,1.0
rqnEiWsC-8pIJFk7S2RwaA,italian,3,1.0
ECP8GAL1ZCYebyitB7F9IA,italian,3,1.0
aMuASmmI-Nhd6Z-KGgbCtA,italian,3,1.0
uAfyXrbxJ2Z6J8TdS8f-oA,italian,3,1.0
nzUv52JpOQz98Fk9GB4AKA,italian,3,1.0
xcbAqgkri_JKnUXehDEsVA,italian,2,1.0
YlJfBG9_UKWdhOalVT69fQ,italian,2,1.0
E4s943vdTbuTG2OAAtygoA,italian,2,1.0
ZNs6XWeqG1Plf-Al8Io76g,italian,2,1.0
f7lTwbcOqGqNrCO1EwdESA,italian,2,1.0
tz2GrXmqIFrLinyPWmzhUw,italian,1,1.0
6s1iWJvvA9CN1EF22xKMuw,italian,1,1.0
TWdc-QQ5jQ29zPKBBxsj4g,italian,1,1.0
eD-XLSo-j8uIoTnIlrG8YA,chinese,475,4.0
b7wUWVV01xaa7E0FUNMDiw,chinese,275,4.0
XYIPXJ9parr9FtvvcGI1SA,chinese,527,4.0
snw9iNNLpFYZeHotW00uVA,chinese,636,4.0
IHt79wxZHkD7QSzlDRDivw,chinese,95,4.5
PD3ganU8NAGkqkcIXYPSxQ,chinese,126,4.0
_xAJZOKBMPOe47p1MphB2w,chinese,916,4.0
QaxDKkqYTtVYZJcqBNTnvQ,chinese,263,4.0
bzMO8LJmJtgo3KuyWGKUxA,chinese,252,4.0
ABRgXNwdOX_JyqChNr8IYw,chinese,394,4.0
dvbcUnKv2awsIxog7dO4vw,chinese,99,4.0
OXW2erFOPT-Oov6wChxWYA,chinese,169,4.0
2SyYW8GiDZsqtPb-aCbosg,chinese,87,4.0
L_tieGcFMQVSmk7XiA093A,chinese,198,4.0
2gDHQELrlq3jVuZZfJeWUg,chinese,69,4.0
ZilzayEdyk70SoI-wruJbg,chinese,249,4.0
fGurvC5BdOfd5MIuLUQYVA,chinese,583,3.5
4h0JeXtiLaqqpB-9-V7few,chinese,85,4.0
siaRCT2-PkyeXUVKrywcTg,chinese,114,4.0
0uEidTfcs-9GAMJXLvIYTw,chinese,20,4.5
td9FZybutwNG7DgocHCiXA,chinese,209,3.5
IuHEiRQaX_RmBmEIoE1AAQ,chinese,41,4.0
c4-w_6Xv4i2qRE3c4Qas7w,chinese,101,4.0
EhGPj8iJDIdaHnWg9d5BgA,chinese,231,3.5
2Q89PhkcyT9uZnQORmqMKg,chinese,386,3.5
uAxwdZ_vVCyzsaT5epAiSQ,chinese,46,4.0
3FIkWl-cUyUas7Wvd9NMNQ,chinese,53,4.0
68PJJkcq_i0SlLqO6t7Qxw,chinese,234,3.5
cPXasVLtq_1gmuSg65TUfQ,chinese,343,3.5
3cAy1gxlprn1ue0q3L_ziw,chinese,162,3.5
RmRgeuMoSL1RRiT7tokCPg,chinese,42,4.0
ovlWOSKVjGecnaPuZLv_OQ,chinese,259,3.5
OllK5_S-7svgSwbUfx1xYA,chinese,413,3.5
O1TvPrgkK2bUo5O5aSZ7lw,chinese,738,3.0
8GkANT5w7QF082uGBnzafQ,chinese,46,3.5
6hkHrWb82XfJdZ-SJmCKCg,chinese,71,3.5
C7oHVsJyxNGH2D9yXUB2kw,chinese,30,4.0
sPGbBt01zybTxV2FRdRaDQ,chinese,63,3.5
xVHzCbDWCwmyavF5PgJRmg,chinese,153,3.5
UpbTdzW9OoVrnbpHyxnMWg,chinese,117,3.5
0Mhw1lD_Zwsv4Vo6oQrPWA,chinese,24,4.0
bwFxrxHrz9I36awGc-yjjw,chinese,34,3.5
_Ss4d4dYzehTmWJGpkqL7w,chinese,116,3.5
J_btDyZbIv0hZNjrw56zlA,chinese,111,3.5
f-ookZOX4pBNldaOHMkJ4A,chinese,164,3.0
BJ9GwNMo8vIgSuKc6B_mOw,chinese,128,3.0
Ki4aSG30_W_2KPjqT50o1w,chinese,11,4.0
QTIG9Dm1IpYuwCLOcFyDCw,chinese,29,3.5
kX9mDUzeZdW_dVc-U41FVA,chinese,22,3.5
Jm_R0IhwFlfCAV3Fk6NTWg,chinese,19,3.5
